Date,Open,High,Low,Close,Volume
2016-01-29,200.4900,201.9000,181.0200,193.7200,3702344700
2016-02-29,192.5300,196.6800,181.0900,193.5600,2920730800
2016-03-31,195.0100,206.8700,194.4500,205.5200,2323306500
2016-04-29,204.3500,210.9200,203.0900,206.3300,1903382300
2016-05-31,206.9200,210.6900,202.7800,209.8400,1812964000
2016-06-30,209.1200,212.5200,198.6500,209.4800,2612406900
2016-07-29,209.4800,217.5400,207.0600,217.1200,1648453700
2016-08-31,217.1900,219.6000,214.2500,217.3800,1519703200
2016-09-30,217.3700,219.2200,212.3100,216.3000,2292393000
2016-10-31,215.8200,216.7000,211.2100,212.5500,1725687400
2016-11-30,212.9300,221.8200,208.3800,220.3800,2062615100
2016-12-30,220.7300,228.3400,219.1500,223.5300,1821463800
2017-01-31,225.0400,229.7100,223.8800,227.5300,1482408500
2017-02-28,227.5300,237.3100,226.8200,236.4700,1365136600
2017-03-31,238.3900,240.3200,231.6100,235.7400,1921474100
2017-04-28,235.8000,239.5300,232.5100,238.0800,1549613700
2017-05-31,238.6800,242.0800,235.4300,241.4400,1489321600
2017-06-30,241.9700,245.0100,239.9600,241.8000,1555272400
2017-07-31,242.8800,248.0000,240.3400,246.7700,1060192538
2017-08-31,247.4600,248.9100,241.8300,247.4900,1556592441
2017-09-29,247.9200,251.3200,244.9500,251.2300,1286405280
2017-10-31,251.4900,257.8900,251.2900,257.1500,1320624558
2017-11-30,258.0400,266.0500,255.6300,265.0100,1364516581
2017-12-29,264.7600,268.6000,260.7600,266.8600,1715222830
2018-01-31,267.8400,286.6300,267.4000,281.9000,1996090155
2018-02-28,281.0700,283.0600,252.9200,271.6500,2923721958
2018-03-29,271.4100,280.4100,257.8300,263.1500,2336204952
2018-04-30,262.5500,271.3000,254.6700,264.5100,2000427231
2018-05-31,263.8700,274.2500,259.0500,270.9400,1606397329
2018-06-29,272.4100,279.4800,268.4900,271.2800,1600700314
2018-07-31,269.5100,284.3700,269.2400,281.3300,1266961027
2018-08-31,281.5600,291.7400,279.1600,290.3100,1308443632
2018-09-28,289.8400,293.9400,286.7100,290.7200,1228083461
2018-10-31,292.1100,293.2100,259.8500,270.6300,3024346032
2018-11-30,271.6000,281.2200,263.0700,275.6500,2021061342
2018-12-31,280.2800,280.4000,233.7600,249.9200,3102621849
2019-01-31,245.9800,270.4700,243.6700,269.9300,2048691645
2019-02-28,270.1500,281.3100,267.8300,278.6800,1371716235
2019-03-29,280.4400,285.1800,272.4200,282.4800,1678081316
2019-04-30,284.7000,294.4500,284.4000,294.0200,1209204906
2019-05-31,294.7200,294.9500,275.2400,275.2700,1845593139
2019-06-28,275.3100,296.3100,273.0900,293.0000,1340435548
2019-07-31,296.6800,302.2300,294.3300,297.4300,1135591762
2019-08-30,297.6000,300.8700,281.7200,292.4500,2038348125
2019-09-30,290.5700,302.6300,289.2700,296.7700,1322797499
2019-10-31,297.7400,304.5500,284.8200,303.3300,1404743524
2019-11-29,304.9200,315.4800,304.7400,314.3100,1035047008
2019-12-31,314.5900,323.8000,307.1300,321.8600,1281220574
2020-01-31,323.5400,332.9500,320.3600,321.7300,1389179454
2020-02-28,323.3500,339.0800,285.5400,296.2600,2099672006
2020-03-31,298.2100,313.8400,218.2600,257.7500,5888710884
2020-04-30,247.9800,294.8800,243.9000,290.4800,2798273802
2020-05-29,285.3100,306.8400,272.9900,304.3200,1901783412
2020-06-30,303.6200,323.4100,296.7400,308.3600,2347940437
2020-07-31,309.5700,327.2300,309.0700,326.5200,1502719470
2020-08-31,328.3200,351.3000,327.7300,349.3100,1044798905
2020-09-30,350.2100,358.7500,319.8000,334.8900,1815146487
2020-10-30,337.6900,354.0200,322.6000,326.5400,1629408336
2020-11-30,330.2000,364.3800,327.2400,362.0600,1534447743
2020-12-31,365.5700,378.4600,362.0300,373.8800,1342397107
2021-01-29,375.3100,385.8500,364.8200,370.0700,1400691918
2021-02-26,373.7200,394.1700,370.3760,380.3600,1297509572
2021-03-31,385.5900,398.1200,371.8800,396.3300,2401881132
2021-04-30,398.4000,420.7200,398.1800,417.3000,1462173411
2021-05-28,419.4300,422.8150,404.0000,420.0400,1527034281
2021-06-30,422.5700,428.7800,414.7000,428.0600,1281016394
2021-07-30,428.8700,441.8000,421.9700,438.5100,1420579578
2021-08-31,440.3400,453.0700,436.1000,451.5600,1253428256
2021-09-30,452.5600,454.0500,428.7800,429.1400,1745953627
2021-10-29,430.9800,459.5600,426.3600,459.2500,1508665331
2021-11-30,460.3000,473.5400,455.3000,455.5600,1329958701
2021-12-31,461.6400,479.0000,448.9200,474.9600,1926485453
2022-01-31,476.3000,479.9800,420.7600,449.9100,2478637614
2022-02-28,450.6800,458.1200,410.6400,436.6300,2295905184
2022-03-31,435.0400,462.0700,415.1200,451.6400,2374192157
2022-04-29,453.3100,457.8300,411.2100,412.0000,1850850552
2022-05-31,412.0700,429.6600,380.5400,412.9300,2415337241
2022-06-30,415.1700,417.4400,362.1700,377.2500,1958752731
2022-07-29,376.5600,413.0300,371.0400,411.9900,1437748370
2022-08-31,409.1500,431.7300,395.0400,395.1800,1442452663
2022-09-30,392.8900,411.7300,357.0400,357.1800,1995062808
2022-10-31,361.0800,389.5200,348.1100,386.2100,2024731829
2022-11-30,390.1400,407.6800,368.7900,407.6800,1746114943
2022-12-30,408.7700,410.4900,374.7700,382.4300,1735973711
2023-01-31,384.3700,408.1600,377.8310,406.4800,1575449950
2023-02-28,405.2110,418.3100,393.6400,396.2600,1603224252
2023-03-31,395.4100,409.7000,380.6500,409.3900,2516860295
2023-04-28,408.8500,415.9400,403.7800,415.9300,1392713656
2023-05-31,415.4700,422.5800,403.7400,417.8500,1776447412
2023-06-30,418.0900,444.3000,416.7900,443.2800,1749958214
2023-07-31,442.9200,459.4400,437.0600,457.7900,1374774872
2023-08-31,456.2700,457.2500,433.0100,450.3500,1755315375
2023-09-29,453.1700,453.6700,422.2900,427.4800,1589390585
2023-10-31,426.6200,438.1400,409.2100,418.2000,1999352275
2023-11-30,419.2000,458.3200,418.6499,456.4000,1500345254
2023-12-29,455.7700,477.5500,454.3100,475.3100,1634337932
2024-01-31,472.1600,491.6200,466.4300,482.8800,1698148385
2024-02-29,484.6300,510.1300,483.8000,508.0800,1393617806
2024-03-28,508.9800,524.6100,504.9100,523.0700,1463191348
2024-04-30,523.8300,524.3800,493.8600,501.9800,1586426473
2024-05-31,501.3800,533.0700,499.5500,527.3700,1153296957
2024-06-28,529.0200,550.2800,522.6000,544.2200,888923206
2024-07-31,545.6300,565.1600,537.4500,550.8100,1038489736
2024-08-30,552.5700,564.2000,510.2700,563.6800,1244598926
2024-09-30,560.4700,574.7100,539.4400,573.7600,1044167074
2024-10-31,573.4000,586.1200,565.2700,568.6400,976134821
2024-11-29,571.3200,603.3500,567.8900,602.5500,901761281
2024-12-03,602.9700,604.3200,602.3410,603.9100,58652618
